coordinate
"[ 0.40952289  0.64351022 -0.42712554  0.49201825  0.58258873 -0.09329954
  0.31810796  0.58902264 -0.10835563  0.53440285  0.51419264 -0.07812537
  0.25440264  0.52048191 -0.19229586  0.52973056  0.46974313 -0.29148921
  0.26499748  0.47348195 -0.47606885  0.52834451  0.44994044 -0.34734946
  0.27214584  0.45748502 -0.55304778  0.51518369  0.45495063 -0.39385062
  0.28363824  0.46341014 -0.58440548  0.51101279  0.46098542  0.
  0.28571355  0.46847308  0.          0.43306288  0.43336403  0.00108992
  0.32734433  0.4372704  -0.00150496]"
"[ 0.40052038  0.64454663 -0.40898526  0.48024982  0.58346298 -0.09990084
  0.30429396  0.5863077  -0.09423561  0.52345991  0.519503   -0.09641501
  0.24456476  0.51997757 -0.16072913  0.5208714   0.47709775 -0.31943208
  0.24929504  0.47958803 -0.42531154  0.51893282  0.45854259 -0.37807035
  0.25569242  0.46234256 -0.49530876  0.50713491  0.46337324 -0.42043293
  0.26476172  0.4673295  -0.53123504  0.50280792  0.46898705  0.
  0.26829737  0.47306436  0.          0.42279983  0.43443507 -0.00369653
  0.31738457  0.43995911  0.00330082]"
"[ 0.38924426  0.64700162 -0.28495002  0.46305472  0.58468568 -0.04074983
  0.29497159  0.5862582  -0.02265861  0.51289767  0.52374047 -0.07862613
  0.22935262  0.52239674 -0.11311904  0.50266469  0.48784357 -0.31401548
  0.23507711  0.48846161 -0.37537178  0.4984597   0.47203189 -0.37212208
  0.23882224  0.47354442 -0.44111824  0.48656824  0.47696829 -0.40628323
  0.24917823  0.48004872 -0.47314936  0.48255265  0.48180944  0.
  0.25270718  0.48547029  0.          0.41355026  0.43812406 -0.00506691
  0.30773741  0.44242007  0.00466339]"
"[ 0.37762979  0.64732134 -0.22302933  0.45329317  0.58650029 -0.02036718
  0.28660613  0.58539212  0.00561016  0.51087475  0.52979484 -0.07835056
  0.21861094  0.52704933 -0.09189899  0.49176228  0.49831015 -0.31057465
  0.22127701  0.49856561 -0.35593864  0.48276109  0.48510134 -0.36708599
  0.22103424  0.48452854 -0.41987631  0.46920717  0.49111468 -0.39527002
  0.2302846   0.49207723 -0.44956848  0.46733612  0.49487817  0.
  0.23468626  0.49690378  0.          0.40776291  0.4409045  -0.01045104
  0.30120251  0.4445253   0.01008365]"
"[ 0.36635491  0.64755157 -0.24194755  0.441329    0.58599025 -0.01381085
  0.27892658  0.58619738  0.03045581  0.50441617  0.53511015 -0.14304145
  0.21246123  0.53620636 -0.1489318   0.47570133  0.51571846 -0.45881298
  0.20765638  0.51213229 -0.50643516  0.46690729  0.50288144 -0.53804624
  0.20427093  0.49553102 -0.59177464  0.45609102  0.50896221 -0.56307256
  0.21276093  0.50242242 -0.61976063  0.45382342  0.5126065   0.
  0.21908726  0.50772789  0.          0.39895996  0.43980485 -0.00849713
  0.29130989  0.44235784  0.00810899]"
"[ 0.35755485  0.64723465 -0.36499947  0.43002301  0.58817306 -0.07353116
  0.27326     0.58872908 -0.01325524  0.4892894   0.53701442 -0.26689383
  0.20575057  0.5398156  -0.17108043  0.46016204  0.52896717 -0.69006163
  0.19857673  0.52057734 -0.55111873  0.45490319  0.52521446 -0.79481649
  0.19165413  0.50542319 -0.64608508  0.44469988  0.53061089 -0.82018262
  0.20367315  0.51245269 -0.68025416  0.44107157  0.53046     0.
  0.21136869  0.51758403  0.          0.39292556  0.44076961 -0.01431717
  0.28754658  0.44284886  0.0139431 ]"
"[ 0.34712005  0.6515086  -0.25175798  0.4227002   0.59296972 -0.04253289
  0.26940709  0.59128141  0.0059363   0.49969918  0.54370192 -0.22345172
  0.20618427  0.5475814  -0.20610048  0.44514692  0.54942277 -0.55485141
  0.18897344  0.53181329 -0.57882416  0.44106808  0.54553059 -0.63586134
  0.18026473  0.51773393 -0.66681898  0.42927131  0.55152935 -0.65497833
  0.19213107  0.52229759 -0.69032449  0.42696717  0.55233523  0.
  0.19887888  0.52592295  0.          0.3874687   0.4420073  -0.01313669
  0.28305793  0.4443199   0.01277387]"
"[ 0.34581417  0.65269741 -0.34766874  0.41810971  0.59478813 -0.10586403
  0.26313084  0.58747169 -0.05867766  0.49024555  0.55258098 -0.35309595
  0.18761276  0.53961593 -0.3081446   0.44446713  0.56219566 -0.75454098
  0.18512303  0.54351908 -0.73652667  0.43853766  0.56545085 -0.85022324
  0.17291641  0.53062689 -0.83949804  0.42327154  0.56859523 -0.86428916
  0.18559659  0.53326643 -0.85360783  0.41873288  0.56596333  0.
  0.19587649  0.53694108  0.          0.38349116  0.44373    -0.01528045
  0.28005451  0.44557029  0.01497482]"
"[ 0.3406508   0.65435278 -0.46094313  0.41461363  0.59604418 -0.16111192
  0.26040471  0.58843395 -0.14473832  0.49215981  0.5576306  -0.49257478
  0.18996127  0.54514316 -0.47348788  0.44995368  0.57847649 -0.94998443
  0.17175651  0.54561651 -0.9648658   0.43670368  0.57878563 -1.05993855
  0.15713263  0.53999862 -1.0873183   0.42085767  0.58461612 -1.06901205
  0.17679387  0.54524148 -1.09611118  0.42224327  0.58218044  0.
  0.18516701  0.54602975  0.          0.38009873  0.44341648 -0.00240609
