coordinate
"[ 0.3607085   0.65666163 -0.47602597  0.45271397  0.57507804 -0.16287535
  0.26693487  0.58015436  0.01315141  0.4918288   0.50171059 -0.30725747
  0.22448391  0.50709102 -0.0203071   0.49001774  0.46769905 -0.71122783
  0.13141349  0.46670163 -0.35330427  0.49019447  0.4560383  -0.81616467
  0.10469586  0.46231771 -0.43038845  0.48005474  0.46577305 -0.85477376
  0.09551659  0.46572    -0.50322789  0.47371873  0.46896929  0.
  0.10708079  0.46570408  0.          0.4151288   0.41335654 -0.05284286
  0.30120891  0.41212803  0.05239267  0.44711664  0.28884691 -0.0905005
  0.29784587  0.29523647  0.15665537  0.48014346  0.19588989  0.28068385
  0.31029457  0.22601664  0.68931794  0.46969795  0.18072879  0.30339971
  0.3269248   0.21579838  0.73381567  0.51112771  0.14560473  0.0669243
  0.2649982   0.17915791  0.56790847]"
"[ 0.35094151  0.65378851 -0.45216164  0.44527724  0.57661507 -0.15371053
  0.27007943  0.57625407  0.06404496  0.48772386  0.49576521 -0.31564265
  0.22706798  0.50685886  0.04309027  0.45334071  0.47321403 -0.71992308
  0.12888807  0.47348124 -0.29893079  0.45014957  0.46423149 -0.82658541
  0.10058177  0.46966338 -0.37462944  0.44209474  0.47583675 -0.85747468
  0.09245402  0.47360086 -0.4486298   0.43823546  0.47829324  0.
  0.10442907  0.47406727  0.          0.41254357  0.41366172 -0.06035082
  0.3020412   0.41052967  0.05993308  0.44830179  0.28907746 -0.10086878
  0.29642358  0.29660171  0.12077871  0.4830429   0.19367695  0.28263292
  0.31476113  0.22576141  0.65585321  0.47266018  0.17969251  0.30734539
  0.33105296  0.21608472  0.70148039  0.51581794  0.14267093  0.07854073
  0.26937267  0.18009937  0.54040289]"
"[ 0.34594548  0.65313733 -0.39640453  0.44259623  0.57983989 -0.13823307
  0.26708853  0.57724345  0.0815412   0.47350529  0.50036648 -0.29231024
  0.22981715  0.50907299  0.04924836  0.43344724  0.48134685 -0.65988278
  0.12313969  0.48194659 -0.27270532  0.42528868  0.47193283 -0.75800198
  0.09428826  0.47873282 -0.34119353  0.41478357  0.48424029 -0.78491634
  0.08467594  0.48332518 -0.41195747  0.41277152  0.48697352  0.
  0.09771493  0.48363554  0.          0.41372979  0.41346323 -0.05769425
  0.30311012  0.41013557  0.05725355  0.44803387  0.29017162 -0.09251489
  0.29937631  0.29518265  0.09488524  0.48426238  0.19479144  0.23186003
  0.31891021  0.22452122  0.5826658   0.47406423  0.17988676  0.25080499
  0.33468509  0.21550924  0.6243732   0.51875776  0.14410424  0.04054203
  0.27475244  0.17959279  0.48629534]"
"[ 0.33750206  0.65276277 -0.39776707  0.44129649  0.58152077 -0.16254212
  0.27115512  0.57820874  0.09078316  0.45932782  0.50017297 -0.30792129
  0.23743591  0.5095928   0.08877479  0.40762454  0.48698068 -0.6373232
  0.11955335  0.49291074 -0.20675406  0.38940853  0.48185736 -0.72995001
  0.08794007  0.49293667 -0.27054122  0.38251835  0.4918521  -0.75169086
  0.07920879  0.49631959 -0.33955756  0.38350311  0.49407053  0.
  0.09170824  0.49532396  0.          0.41238758  0.4145723  -0.06708022
  0.3029913   0.41138518  0.0666651   0.44582641  0.2905103  -0.06386612
  0.29834169  0.29438394  0.14922236  0.4890061   0.19531929  0.27273846
  0.32009587  0.22438169  0.63898921  0.48065424  0.18024075  0.29377404
  0.33646688  0.21479499  0.68123627  0.52069873  0.14449364  0.09841025
  0.27537146  0.1792497   0.55366224]"
"[ 0.33056483  0.65088081 -0.42141092  0.43887058  0.58261156 -0.19596046
  0.27232721  0.57942533  0.10748494  0.44884971  0.50173447 -0.36215755
  0.24246828  0.51002169  0.07830612  0.39018622  0.49146235 -0.69355261
  0.11957974  0.50327286 -0.27255508  0.36732885  0.48559934 -0.79059559
  0.08989543  0.50539082 -0.34501401  0.36014751  0.49827898 -0.80888915
  0.08480451  0.51020372 -0.4115192   0.36378554  0.50009578  0.
  0.09488112  0.50933057  0.          0.41459087  0.41358399 -0.08150341
  0.30631137  0.4095794   0.08108952  0.44730085  0.29107654 -0.05860054
  0.29734066  0.29791808  0.18201968  0.49207023  0.19394624  0.30959988
  0.32733503  0.22474152  0.6658783   0.48360738  0.17998779  0.33347428
  0.34592876  0.21422595  0.70663887  0.52402914  0.14494759  0.1411339
  0.27884933  0.17883074  0.57464159]"
"[ 0.32783726  0.65240139 -0.42695063  0.4345209   0.58627442 -0.22054321
  0.2755149   0.57801041  0.12329051  0.44697306  0.50336695 -0.40373573
  0.24536723  0.51109678  0.05704483  0.36368209  0.49464989 -0.73387152
  0.12623432  0.51383734 -0.35424849  0.3475239   0.4917801  -0.83506906
  0.09629935  0.51946491 -0.43752709  0.3398      0.50447866 -0.84757268
  0.09026334  0.52553281 -0.49757826  0.34236759  0.50443286  0.
  0.10138601  0.52353299  0.          0.41380924  0.41361225 -0.09207734
  0.30794302  0.41102445  0.0916906   0.44623342  0.29183578 -0.07355328
  0.2995289   0.29918575  0.21145554  0.49434316  0.19279397  0.30930769
