coordinate
"[ 0.46533614  0.75868282 -0.40259072  0.56382537  0.70812225 -0.31195801
  0.44598469  0.69884136  0.08391447  0.60229146  0.70235687 -0.63806015
  0.39429703  0.65621698  0.3094947   0.49845314  0.74110323 -0.88643706
  0.30157876  0.67876911  0.42848891  0.47988608  0.75471926 -0.95303595
  0.27504367  0.68543091  0.44515607  0.47366899  0.75478384 -0.94176221
  0.27527204  0.69084454  0.4264358   0.47931489  0.74851131  0.
  0.28536165  0.68825424  0.          0.53239244  0.5679456  -0.11716191
  0.4561072   0.56995088  0.11718515]"
"[ 0.46188504  0.76146266 -0.38665459  0.56540173  0.70774958 -0.32138905
  0.44637716  0.6989525   0.08026347  0.5963732   0.71003485 -0.66517335
  0.39453772  0.6593897   0.32220021  0.49813351  0.75051747 -0.90895736
  0.30272907  0.68471768  0.49541664  0.47769469  0.7635394  -0.96934158
  0.2778962   0.69211227  0.52467632  0.47004622  0.76333092 -0.96175832
  0.27840114  0.6975714   0.51364034  0.47631937  0.75683029  0.
  0.28714186  0.69481391  0.          0.53425664  0.56826398 -0.11293854
  0.45655635  0.57022515  0.11295272]"
"[ 0.46701324  0.76043232 -0.36187696  0.56439966  0.70644504 -0.32002398
  0.44645     0.69881496  0.09893034  0.59504712  0.71422073 -0.66574311
  0.39536747  0.66199753  0.36802158  0.4989863   0.75527067 -0.89233661
  0.30468011  0.68841684  0.5894376   0.48007524  0.7694262  -0.94626391
  0.28124326  0.69731852  0.62930459  0.47030586  0.76865152 -0.94137466
  0.2819356   0.7026659   0.62527025  0.47503635  0.76105951  0.
  0.2900188   0.69942319  0.          0.53684098  0.56802759 -0.12022138
  0.45857379  0.56926093  0.12026788]"
"[ 0.4666284   0.76197888 -0.35626543  0.56613743  0.70788851 -0.31519765
  0.44801831  0.69923815  0.08914461  0.59559739  0.71548462 -0.68604892
  0.39462566  0.66222009  0.28062388  0.49914482  0.76091366 -0.95923883
  0.30524155  0.69352788  0.40779296  0.47626123  0.7728412  -1.0266403
  0.28321397  0.7038781   0.43003023  0.46954611  0.77494025 -1.01386201
  0.28454244  0.70906326  0.42123708  0.47613323  0.76808344  0.
  0.292595    0.70514834  0.          0.53897911  0.56942168 -0.10868205
  0.45968759  0.57030141  0.10865221]"
"[ 0.47097877  0.76245585 -0.3612451   0.57065409  0.70877469 -0.30441755
  0.44944695  0.69847649  0.0954181   0.59894639  0.71594721 -0.66468543
  0.39249527  0.6629298   0.28890917  0.50219446  0.76187938 -0.93553293
  0.30677849  0.6955438   0.4103097   0.48124728  0.77464734 -1.00318253
  0.28488839  0.70685756  0.4306736   0.47520792  0.7766069  -0.99250513
  0.28797853  0.71252382  0.42280579  0.47983867  0.76965027  0.
  0.29659691  0.70769355  0.          0.53967363  0.56847641 -0.10924039
  0.46038488  0.56839684  0.10924411]"
"[ 0.47723264  0.75785932 -0.32965288  0.57270825  0.70719057 -0.26356909
  0.45083979  0.69926602  0.08935723  0.60191202  0.71478811 -0.59731406
  0.39449224  0.66299006  0.164847    0.50920075  0.76060393 -0.84424001
  0.31022483  0.69884172  0.13128357  0.48492622  0.77394541 -0.92044157
  0.28850204  0.71031544  0.11900164  0.48015192  0.77493498 -0.897946
  0.29177421  0.71588355  0.10078781  0.48592836  0.76728711  0.
  0.30028424  0.71140158  0.          0.54263079  0.56716126 -0.09703402
  0.46198812  0.56807271  0.09692357]"
"[ 0.48431912  0.75791712 -0.33306348  0.57694685  0.70615971 -0.25866887
  0.45217189  0.69890064  0.09000196  0.60706371  0.71194965 -0.57039982
  0.39234275  0.66264403  0.17449778  0.51830673  0.7565567  -0.80376446
  0.31350601  0.70176443  0.14704783  0.49620247  0.76897448 -0.87691092
  0.29375517  0.71301371  0.1356694   0.489842    0.7702481  -0.85705161
  0.29737663  0.71844193  0.11885323  0.49602976  0.76245485  0.
  0.30625004  0.71409723  0.          0.54361415  0.5670515  -0.10162642
  0.46207356  0.56813726  0.1015223 ]"
"[ 0.48373029  0.75532119 -0.32788002  0.57765096  0.70556051 -0.23776636
  0.45524788  0.69846371  0.08516075  0.61787969  0.7053327  -0.46117544
  0.38811982  0.6636821   0.23445988  0.52319622  0.75122504 -0.61487967
  0.31449795  0.70606762  0.28847396  0.50210279  0.76454923 -0.66950774
  0.29787558  0.71944153  0.29022345  0.49522305  0.76441042 -0.6539315
  0.30258071  0.72414801  0.27405354  0.49964362  0.7575065   0.
  0.31101131  0.719551    0.          0.54549479  0.56631628 -0.09620479
  0.46377325  0.56654471  0.09608925]"
"[ 0.49135336  0.75575808 -0.37805107  0.58402479  0.70529586 -0.25597993
  0.45658097  0.69803971  0.04445873  0.62730604  0.69980508 -0.49637687
  0.38443229  0.66390583  0.01182495  0.53360963  0.74290013 -0.68450719
  0.31736952  0.70864746 -0.17233482  0.51406175  0.75455552 -0.75730067
  0.30082488  0.72345054 -0.21826033  0.50236017  0.75345095 -0.7341662
  0.30656374  0.72775823 -0.23642311  0.50696725  0.74811167  0.
  0.3158828   0.72333193  0.          0.5489406   0.56680721 -0.09059743
  0.46599147  0.56661642  0.09031989]"
"[ 0.50187641  0.75863019 -0.37811989  0.58409673  0.70494664 -0.23485179
  0.45620671  0.69596523  0.08283079  0.63844758  0.69335282 -0.3711291
  0.37972784  0.66475919  0.23593007  0.5445109   0.73135793 -0.42002648
  0.3192842   0.7143704   0.27282247  0.52144545  0.74325773 -0.46258709
  0.30371073  0.72880048  0.2685782   0.51221287  0.74187994 -0.44087484
  0.31233299  0.73382157  0.25337014  0.51913559  0.73553818  0.
  0.31954822  0.72806424  0.          0.55085772  0.56453973 -0.09419056
  0.46817178  0.56446743  0.09408013]"
"[ 0.50911921  0.7597882  -0.39898288  0.59101748  0.70348454 -0.26381001
  0.45726293  0.69531217  0.07056233  0.65615988  0.68535531 -0.46413022
  0.36831748  0.66828606  0.17726327  0.56040239  0.71612024 -0.62133211
  0.31891751  0.7196703   0.15845805  0.53429091  0.72677845 -0.68118483
  0.30641764  0.73434556  0.14479148  0.52549195  0.72824031 -0.66196102
  0.31701648  0.73869729  0.1357542   0.52925384  0.72213393  0.
  0.32363403  0.73285693  0.          0.55528587  0.56394079 -0.09640525
  0.47159141  0.56386569  0.09624861]"
"[ 0.51079041  0.75713471 -0.40592408  0.59566134  0.70081201 -0.21757974
  0.45576006  0.69432557  0.04056599  0.66765523  0.67589486 -0.37119061
  0.36494794  0.667402    0.146938    0.57098043  0.70766199 -0.50758272
  0.32177669  0.72194263  0.15402527  0.54512733  0.71610129 -0.56013274
  0.313326    0.73774657  0.13963161  0.53401041  0.71754664 -0.5414809
  0.32227802  0.74151224  0.13452572  0.53812408  0.71246842  0.
  0.32756388  0.73581123  0.          0.56033808  0.56068256 -0.07375808
  0.47288364  0.56119612  0.0735855 ]"
"[ 0.51941597  0.75772606 -0.46196172  0.5981915   0.70301545 -0.23480573
  0.45421425  0.69420657  0.01502563  0.68285167  0.67030641 -0.42894405
  0.35967195  0.66953522  0.07796353  0.58860856  0.69427931 -0.66227537
  0.32578665  0.72626364  0.01087164  0.56402546  0.70113072 -0.73384446
  0.32119972  0.74233145 -0.01987028  0.55547708  0.70484018 -0.71627975
  0.32883799  0.74634844 -0.02624366  0.55949265  0.701249    0.
  0.33334315  0.74058139  0.          0.56519425  0.55924219 -0.0733202
  0.474832    0.56036472  0.07311335]"
"[ 0.52151585  0.75869706 -0.46746609  0.60244817  0.70325562 -0.21249261
  0.45198223  0.69286308 -0.02702838  0.69215727  0.66369265 -0.39399958
  0.35187966  0.67243835 -0.02392551  0.60880965  0.68290603 -0.65305758
  0.328493    0.73374814 -0.13954224  0.58348215  0.68705311 -0.72694206
  0.32385972  0.74978927 -0.18345624  0.57578939  0.69312122 -0.71510696
  0.33539188  0.75262246 -0.1860183   0.58121401  0.69121164  0.
  0.34010139  0.74792841  0.          0.56870079  0.55967617 -0.0608154
  0.47790924  0.56038344  0.06048057]"
"[ 0.52877092  0.75795449 -0.43166453  0.6093291   0.70219421 -0.18277568
  0.45003265  0.6939801  -0.03479805  0.70024395  0.65833884 -0.33994389
  0.34534252  0.67585662 -0.06591435  0.63590837  0.67083579 -0.61541706
  0.33036065  0.73955849 -0.21710765  0.61374134  0.67432833 -0.68810791
  0.32793289  0.75475985 -0.26776528  0.60327935  0.68138441 -0.68510562
  0.33764607  0.75767626 -0.26938191  0.60667068  0.67894059  0.
  0.34165704  0.75288583  0.          0.57392919  0.55903026 -0.05313854
  0.47939917  0.56059283  0.05276218]"
"[ 0.53752375  0.7569612  -0.47973984  0.61391467  0.70146778 -0.21241394
  0.44838238  0.69481155 -0.10181715  0.70429575  0.65180081 -0.37552807
  0.33935803  0.678482   -0.16569299  0.65415454  0.66322878 -0.69667035
  0.33290514  0.74554455 -0.3493838   0.63547796  0.66487482 -0.77468401
  0.33120224  0.76051781 -0.40751132  0.6279251   0.67183656 -0.7791512
  0.33947417  0.7637008  -0.41002798  0.62956876  0.67047742  0.
  0.34389213  0.75878209  0.          0.57758313  0.55702147 -0.04654859
  0.48218524  0.55804345  0.0461    ]"
"[ 0.5418303   0.75789782 -0.50269902  0.62050718  0.69613439 -0.22203121
  0.44994459  0.69594762 -0.12973611  0.70400989  0.6449669  -0.38148689
  0.33761448  0.68258703 -0.21809323  0.66365182  0.65507609 -0.72737074
  0.33440435  0.75128521 -0.43915579  0.64889342  0.65591174 -0.81063896
  0.33328617  0.76700786 -0.50662005  0.64085519  0.66224    -0.82129002
  0.34068918  0.76984364 -0.51042056  0.64187139  0.66178483  0.
  0.34485155  0.76507828  0.          0.58115405  0.55628622 -0.0400531
  0.4854385   0.55664778  0.03956671]"
"[ 0.54808533  0.75983629 -0.56174517  0.62149775  0.69509175 -0.25277403
  0.45385951  0.69708359 -0.18125285  0.698264    0.64047959 -0.4342539
  0.33650649  0.69273418 -0.28304914  0.67489052  0.64639729 -0.82711649
  0.33856735  0.76216093 -0.5091089   0.66713452  0.64772564 -0.91938818
  0.3368811   0.77704181 -0.58029306  0.65859586  0.65380156 -0.93576545
  0.34492445  0.77987251 -0.58513701  0.65707713  0.65363783  0.
  0.34941122  0.77458094  0.          0.58468318  0.55493176 -0.03343073
  0.49111366  0.55569223  0.03297428]"
"[ 0.55272895  0.75912857 -0.6048823   0.62743759  0.69460142 -0.3169035
  0.46092555  0.69998187 -0.20628422  0.69120824  0.64004645 -0.52679044
  0.34245431  0.70353496 -0.28016344  0.68675995  0.64009082 -0.94659376
  0.34390643  0.77273746 -0.48590824  0.68744385  0.63688704 -1.04797447
  0.34484279  0.78806704 -0.55537647  0.67568243  0.64415577 -1.06823945
  0.34963897  0.78963095 -0.56567603  0.67085063  0.64479259  0.
  0.35367107  0.7843933   0.          0.58495271  0.55725911 -0.04893073
  0.49121699  0.55815646  0.04850307]"
"[ 0.56338644  0.75864378 -0.51738054  0.62770414  0.69212887 -0.25295183
  0.46563849  0.69966406 -0.17427401  0.67694646  0.63858768 -0.47337216
  0.3547371   0.71780014 -0.23839881  0.69285232  0.63661784 -0.91408032
  0.35519701  0.78358746 -0.40639424  0.6993078   0.63186449 -1.01413298
  0.35051888  0.79971632 -0.46874994  0.68721133  0.63866484 -1.03849673
  0.35475305  0.80193162 -0.48193043  0.68203503  0.63960335  0.
  0.35926688  0.79528669  0.          0.5860039   0.55723307 -0.03704337
  0.49632138  0.55664271  0.0365782 ]"
"[ 0.56818175  0.75734687 -0.42927557  0.62283528  0.69408596 -0.17868093
  0.47117662  0.70281854 -0.11039408  0.66938436  0.6426619  -0.36813849
  0.38182738  0.72245792 -0.22150066  0.68719578  0.63426119 -0.75298381
  0.37075382  0.78887787 -0.45366931  0.69639575  0.6285443  -0.83559817
  0.35746551  0.80454527 -0.52200204  0.68762618  0.634455   -0.86579275
  0.35952687  0.80794035 -0.53903437  0.68127948  0.63566285  0.
  0.36692846  0.80144414  0.          0.58691204  0.55584949 -0.03112065
  0.49914399  0.5566785   0.03075377]"
"[ 0.57040381  0.75805186 -0.4629595   0.62626565  0.69232532 -0.19464411
  0.47868845  0.70390353 -0.16619299  0.66959     0.6429981  -0.39751005
  0.39963752  0.73905185 -0.25481436  0.69334066  0.63004935 -0.82173055
  0.38966262  0.81298915 -0.43233699  0.70326948  0.62328634 -0.9102416
  0.37177032  0.82847789 -0.49978632  0.69493347  0.62933731 -0.94547909
  0.3743327   0.83037394 -0.51612157  0.68843883  0.63130891  0.
  0.38356525  0.82526729  0.          0.58618796  0.55693114 -0.00930785
  0.49990365  0.5584791   0.00884202]"
"[ 0.57047516  0.76008554 -0.37362903  0.62646985  0.69142494 -0.09575274
  0.48734459  0.70579112 -0.152841    0.66643333  0.63936177 -0.27532989
  0.42867482  0.7394017  -0.3200815   0.69316655  0.62674502 -0.66338956
  0.42393029  0.81566623 -0.54034585  0.70606232  0.61938888 -0.73580825
  0.40904361  0.83383322 -0.61863345  0.69757175  0.62471172 -0.77610749
  0.4099983   0.83610019 -0.62616938  0.68953621  0.62694228  0.
  0.41731685  0.83049434  0.          0.58980966  0.55882266  0.02102137
  0.50498432  0.56091636 -0.02144533]"
"[ 0.5756014   0.75862333 -0.34696069  0.62267506  0.69072238 -0.00720634
  0.49254602  0.70654249 -0.20193315  0.65370709  0.63855705 -0.12176984
  0.46668476  0.73290122 -0.51424843  0.69103587  0.62331629 -0.47413018
  0.46527913  0.80502111 -0.85011011  0.7058152   0.614941   -0.53250098
  0.45399317  0.82515305 -0.95218021  0.69912946  0.62169182 -0.58711892
  0.45043883  0.82783845 -0.94546324  0.68993598  0.62458527  0.
  0.45603806  0.82122594  0.          0.5925073   0.55229199  0.06016483
  0.50629997  0.5534263  -0.06055037]"
"[ 0.57643378  0.75782946 -0.32643634  0.62057221  0.68917045  0.00858126
  0.49636111  0.70589736 -0.18211447  0.64710909  0.63258478 -0.14583991
  0.48783723  0.71309471 -0.57220912  0.68408263  0.61515695 -0.50341439
  0.51199192  0.78275083 -0.98488712  0.70286441  0.60621995 -0.56703961
  0.51278234  0.80058317 -1.09790993  0.69851714  0.61268982 -0.6117034
  0.50877875  0.80250563 -1.08331418  0.68820536  0.61625558  0.
  0.51129514  0.79618959  0.          0.59101039  0.55989081  0.05606563
  0.50790048  0.56335822 -0.05638137]"
"[ 0.58836031  0.75719942 -0.33040273  0.61307782  0.68985933  0.03573493
  0.49003336  0.70673278 -0.21402307  0.63951427  0.62965924 -0.12437452
  0.51026285  0.70934641 -0.63146079  0.68359542  0.6074996  -0.50704569
  0.55025995  0.7552153  -1.01999092  0.70138103  0.59651545 -0.57527673
  0.5627501   0.76565321 -1.13290632  0.70023727  0.60243291 -0.62072808
  0.5605371   0.76856694 -1.11262441  0.69186199  0.60638243  0.
  0.55857688  0.76426186  0.          0.58817685  0.56056154  0.06182887
  0.50818622  0.5641517  -0.06218582]"
"[ 0.59003204  0.75433296 -0.35209078  0.61111397  0.69681776  0.04300346
  0.50359064  0.71065599 -0.26060706  0.62130922  0.63156727  0.01252595
  0.526838    0.70349807 -0.63051784  0.67459053  0.60072705 -0.21996261
