coordinate
"[ 0.45184532  0.65036297 -0.36863372  0.56866908  0.59572995 -0.26571074
  0.40629527  0.56988204  0.05905807  0.65084088  0.63543421 -0.65641981
  0.31321093  0.53247193  0.01253973  0.69091463  0.71209541 -1.09119499
  0.24864767  0.57836527 -0.22095409  0.71317196  0.7368741  -1.20665908
  0.22179559  0.59280559 -0.27849215  0.70322198  0.74118337 -1.20872545
  0.22775006  0.5992226  -0.31732821  0.6885159   0.73123881  0.
  0.23965412  0.59436247  0.          0.5267238   0.38595927 -0.12117226
  0.42508408  0.38899475  0.12083103  0.54864275  0.27143425  0.03907583
  0.42207074  0.28696632  0.36852083  0.60345179  0.18763107  0.42480794
  0.47264692  0.19631839  0.74808598  0.60783511  0.17969429  0.45134187
  0.50357562  0.18053269  0.77886003  0.6109969   0.12928689  0.26337957
  0.39862216  0.15670449  0.64426899]"
"[ 0.44865018  0.65131712 -0.336449    0.56672436  0.59850177 -0.23850855
  0.4096292   0.57233104  0.08162218  0.6485514   0.64058253 -0.61037219
  0.31519666  0.53174126  0.2014627   0.6837728   0.71667725 -0.97332931
  0.25203514  0.58074352  0.22903925  0.70609939  0.74453583 -1.06483448
  0.22521594  0.59477451  0.21874583  0.69351333  0.74770769 -1.06011474
  0.23113853  0.60194385  0.18467979  0.67883134  0.73578686  0.
  0.24552397  0.5968931   0.          0.52244651  0.39127511 -0.12485453
  0.42743587  0.39373779  0.124574    0.5464533   0.27345908 -0.0207376
  0.42446733  0.28860545  0.30919796  0.60353279  0.18520534  0.2603772
  0.47414297  0.19631064  0.61763602  0.61098915  0.17609417  0.27754208
  0.50401413  0.17950225  0.64212358  0.60464483  0.12681878  0.10405501
  0.39814946  0.15630829  0.52959919]"
"[ 0.45011517  0.65285966 -0.30436888  0.56042147  0.60084194 -0.20896587
  0.40577847  0.57229978  0.09629695  0.64560437  0.64525309 -0.55819786
  0.31424677  0.53132099  0.15464942  0.6777392   0.72459906 -0.92304409
  0.24904759  0.58093828  0.0945844   0.70205182  0.74822819 -1.01577508
  0.22161192  0.5966762   0.07175702  0.68774867  0.7531212  -1.01455688
  0.22974345  0.60373735  0.03742158  0.67230022  0.74307111  0.
